"","Day","status","Genotype","Treatment","Bacteria","N_worms","MeanWLS","lifespan_type","label_"
"219",13,0,"<i>yfg-1</i>","","PAD12",30,12.12,"","<i>yfg-1</i> +  (12.1, 30)"
"220",13,1,"<i>yfg-1</i>","","PAD12",30,12.12,"","<i>yfg-1</i> +  (12.1, 30)"
"221",13,1,"<i>yfg-1</i>","","PAD12",30,12.12,"","<i>yfg-1</i> +  (12.1, 30)"
"222",13,1,"<i>yfg-1</i>","","PAD12",30,12.12,"","<i>yfg-1</i> +  (12.1, 30)"
"223",13,1,"<i>yfg-1</i>","","PAD12",30,12.12,"","<i>yfg-1</i> +  (12.1, 30)"
"224",13,1,"<i>yfg-1</i>","","PAD12",30,12.12,"","<i>yfg-1</i> +  (12.1, 30)"
"225",13,1,"<i>yfg-1</i>","","PAD12",30,12.12,"","<i>yfg-1</i> +  (12.1, 30)"
"226",14,1,"<i>yfg-1</i>","","PAD12",30,12.12,"","<i>yfg-1</i> +  (12.1, 30)"
"227",14,1,"<i>yfg-1</i>","","PAD12",30,12.12,"","<i>yfg-1</i> +  (12.1, 30)"
"228",14,1,"<i>yfg-1</i>","","PAD12",30,12.12,"","<i>yfg-1</i> +  (12.1, 30)"
"229",14,1,"<i>yfg-1</i>","","PAD12",30,12.12,"","<i>yfg-1</i> +  (12.1, 30)"
"230",14,1,"<i>yfg-1</i>","","PAD12",30,12.12,"","<i>yfg-1</i> +  (12.1, 30)"
